@relation bank-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute age numeric
@attribute job {admin.,blue-collar,entrepreneur,housemaid,management,retired,self-employed,services,student,technician,unemployed,unknown}
@attribute marital {divorced,married,single}
@attribute education {primary,secondary,tertiary,unknown}
@attribute default {no,yes}
@attribute balance numeric
@attribute housing {no,yes}
@attribute loan {no,yes}
@attribute contact {cellular,telephone,unknown}
@attribute day numeric
@attribute month {apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep}
@attribute duration numeric
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute poutcome {failure,other,success,unknown}
@attribute y {no,yes}

@data
0.117647,admin.,divorced,secondary,no,0.050523,yes,no,cellular,0.5,jul,0.214499,0,0,0,unknown,yes
0.602941,retired,married,primary,no,0.044536,no,no,cellular,0.833333,aug,0.01953,0.020408,0,0,unknown,no
0.132353,admin.,single,secondary,no,0.046845,yes,yes,cellular,0.166667,may,0.048328,0,0,0,unknown,no
0.485294,services,married,secondary,no,0.053288,no,no,telephone,0.2,jul,0.13042,0.020408,0.52867,0.08,failure,yes
0.264706,management,married,tertiary,no,0.06212,no,no,cellular,0.966667,jun,0.072824,0,0,0,unknown,yes
0.470588,blue-collar,married,primary,no,0.064147,yes,no,unknown,0.2,may,0.133069,0.020408,0,0,unknown,no
0.323529,technician,single,secondary,no,0.056268,no,yes,cellular,0.2,jul,0.018537,0.061224,0,0,unknown,no
0.235294,blue-collar,single,primary,no,0.048402,yes,no,unknown,0.966667,may,0.171135,0.020408,0,0,unknown,no
0.279412,admin.,married,secondary,no,0.05016,yes,no,cellular,0.533333,apr,0.091029,0,0,0,unknown,no
0.220588,blue-collar,married,secondary,no,0.069046,yes,no,unknown,0.633333,may,0.065872,0.020408,0,0,unknown,no
0.294118,blue-collar,married,primary,no,0.045959,no,no,cellular,0.566667,nov,0.06521,0.020408,0,0,unknown,no
0.220588,blue-collar,married,primary,no,0.050577,yes,no,unknown,0.633333,jun,0.121814,0.040816,0,0,unknown,no
0.117647,services,single,secondary,no,0.041852,yes,no,cellular,0.566667,may,0.128103,0,0,0,unknown,yes
0.191176,management,single,tertiary,no,0.093005,no,no,cellular,0.433333,aug,0.053294,0.020408,0,0,unknown,no
0.558824,blue-collar,married,secondary,no,0.233634,no,no,cellular,0.333333,aug,0.075141,0.081633,0,0,unknown,no
0.323529,unknown,single,tertiary,no,0.065502,no,no,cellular,0,jul,0.095002,0.020408,0,0,unknown,no
0.323529,admin.,married,tertiary,no,0.1173,yes,no,unknown,0.433333,may,0.047997,0.020408,0,0,unknown,no
0.161765,admin.,single,tertiary,no,0.047973,no,no,cellular,0.6,oct,0.075803,0,0.158257,0.8,failure,no
0.25,blue-collar,divorced,secondary,no,0.08263,no,no,cellular,0.366667,feb,0.155247,0,0.209862,0.04,success,no
0.176471,unemployed,single,primary,no,0.049919,no,no,cellular,0.1,feb,0.242304,0,0,0,unknown,yes
0.25,blue-collar,married,secondary,no,0.044469,yes,no,unknown,0.166667,may,0.110228,0,0,0,unknown,no
0.279412,management,single,tertiary,no,0.051087,yes,no,cellular,0.333333,may,0.181728,0,0.422018,0.28,failure,no
0.441176,technician,married,secondary,no,0.124951,no,no,telephone,0.666667,nov,0.112877,0.020408,0,0,unknown,no
0.558824,services,single,primary,no,0.095167,yes,no,telephone,0.4,may,0.020192,0.020408,0,0,unknown,no
0.220588,management,single,secondary,no,0.051503,no,no,unknown,0.4,aug,0.001655,0,0,0,unknown,no
0.191176,management,single,tertiary,no,0.052174,yes,no,cellular,0.433333,apr,0.084409,0.020408,0.167431,0.12,failure,no
0.264706,blue-collar,married,secondary,no,0.050201,yes,yes,unknown,0.266667,jun,0.121483,0.040816,0,0,unknown,no
0.205882,self-employed,married,tertiary,no,0.050952,yes,no,cellular,0.066667,feb,0.09136,0.020408,0,0,unknown,no
0.544118,unemployed,married,primary,no,0.089985,no,no,cellular,0.666667,apr,0.079113,0,0,0,unknown,yes
0.117647,housemaid,married,primary,no,0.044469,yes,no,cellular,0.733333,jul,0.142668,0.040816,0,0,unknown,no
0.029412,student,single,secondary,no,0.077865,no,no,cellular,0.966667,jun,0.084078,0.102041,0.194954,0.12,success,yes
0.573529,management,married,tertiary,no,0.064831,yes,no,telephone,0.933333,jul,0.000993,0.081633,0,0,unknown,no
0.191176,self-employed,married,secondary,no,0.047382,yes,yes,cellular,0.466667,jul,0.103608,0.081633,0,0,unknown,no
0.205882,blue-collar,single,secondary,no,0.044764,no,no,cellular,0.966667,jan,0.023833,0.020408,0.238532,0.04,failure,no
0.088235,student,single,secondary,no,0.048912,no,no,telephone,0.833333,aug,0.054949,0.061224,0,0,unknown,yes
0.088235,technician,single,secondary,no,0.051248,no,yes,cellular,0.533333,nov,0.126448,0.020408,0,0,unknown,yes
0.161765,services,married,secondary,no,0.068737,yes,no,cellular,0.566667,may,0.02615,0.020408,0,0,unknown,no
0.044118,admin.,single,secondary,no,0.09965,no,yes,cellular,0.6,aug,0.020192,0,0,0,unknown,no
0.294118,blue-collar,married,primary,no,0.045167,no,no,cellular,0.4,aug,0.021516,0,0,0,unknown,no
0.397059,management,divorced,tertiary,no,0.044805,no,no,unknown,0.533333,jun,0.185369,0.020408,0,0,unknown,no
0.176471,admin.,divorced,secondary,no,0.069838,yes,no,cellular,0.666667,jul,0.193313,0,0,0,unknown,no
0.382353,blue-collar,married,primary,no,0.050093,no,no,cellular,0.566667,aug,0.036081,0.061224,0,0,unknown,no
0.191176,technician,married,secondary,no,0.080616,yes,no,unknown,0.666667,may,0.003972,0,0,0,unknown,no
0.25,blue-collar,married,secondary,no,0.041369,no,yes,cellular,0.466667,jul,0.256538,0.020408,0,0,unknown,no
0.470588,management,single,tertiary,yes,0.043731,yes,no,cellular,0.333333,may,0.091691,0.020408,0.306193,0.24,failure,no
0.220588,self-employed,single,tertiary,no,0.05067,no,no,cellular,0.666667,aug,0.619993,0.040816,0,0,unknown,yes
0.073529,unemployed,single,secondary,no,0.046066,no,no,unknown,0.466667,sep,0.015558,0,0,0,unknown,no
0.382353,technician,single,secondary,no,0.052335,no,yes,cellular,0.9,jul,0.009268,0.040816,0,0,unknown,no
0.191176,blue-collar,single,secondary,no,0.04753,no,no,telephone,0.133333,feb,0.056935,0,0.331422,0.12,failure,no
0.852941,retired,divorced,tertiary,no,0.107005,no,no,cellular,0.433333,apr,0.05197,0,0,0,unknown,yes
0.323529,blue-collar,married,primary,no,0.046724,yes,no,cellular,0.566667,nov,0.060576,0.040816,0,0,unknown,no
0.264706,blue-collar,married,primary,no,0.044469,yes,no,unknown,0.833333,may,0.00662,0,0,0,unknown,no
0.352941,blue-collar,married,unknown,yes,0.034872,yes,no,unknown,0.966667,may,0.020854,0.040816,0,0,unknown,no
0.426471,admin.,married,unknown,no,0.044469,yes,no,cellular,0.233333,may,0.026812,0,0.193807,0.08,failure,no
0.117647,technician,single,secondary,no,0.054791,yes,no,unknown,0.266667,may,0.103608,0.020408,0,0,unknown,no
0.205882,management,single,tertiary,no,0.044469,no,no,cellular,0.9,aug,0.076796,0.183673,0,0,unknown,no
0.147059,admin.,single,secondary,no,0.050214,yes,yes,cellular,0.2,may,0.016551,0,0.396789,0.08,failure,no
0.220588,management,single,tertiary,no,0.044469,no,no,cellular,0.133333,feb,0.022178,0,0,0,unknown,no
0.485294,management,married,tertiary,no,0.031449,yes,no,cellular,0.1,feb,0.160543,0,0,0,unknown,yes
0.602941,management,married,unknown,no,0.129206,no,no,unknown,0.6,jun,0.011586,0.020408,0,0,unknown,no
0.191176,management,divorced,tertiary,no,0.057194,no,no,cellular,0.366667,aug,0.066203,0.020408,0,0,unknown,no
0.191176,management,single,tertiary,no,0.044469,yes,no,cellular,0.7,jul,0.149288,0.020408,0,0,unknown,no
0.544118,services,divorced,unknown,no,0.069663,yes,no,unknown,0.966667,may,0.027143,0,0,0,unknown,no
0.176471,management,single,tertiary,no,0.056201,yes,no,cellular,0.566667,nov,0.061569,0.020408,0,0,unknown,no
0.338235,admin.,married,secondary,no,0.048805,yes,yes,unknown,0.233333,may,0.09136,0.020408,0,0,unknown,no
0.235294,management,married,tertiary,no,0.045892,no,yes,cellular,0.333333,aug,0.193313,0.020408,0,0,unknown,no
0.544118,retired,married,primary,no,0.070053,no,yes,unknown,0.6,jun,0.013572,0.163265,0,0,unknown,no
0.426471,technician,married,secondary,no,0.059932,yes,no,cellular,0.666667,jul,0.054287,0.081633,0,0,unknown,no
0.397059,admin.,married,secondary,no,0.046872,yes,no,cellular,0.933333,jan,0.062893,0.061224,0.501147,0.04,other,no
0.264706,technician,single,unknown,no,0.049717,yes,no,unknown,0.233333,may,0.032771,0.040816,0,0,unknown,no
0.323529,entrepreneur,married,unknown,no,0.045664,yes,no,unknown,0.166667,may,0.108904,0.020408,0,0,unknown,no
0.25,management,single,tertiary,no,0.050402,yes,yes,cellular,0.933333,jul,0.03244,0.040816,0,0,unknown,no
0.382353,unemployed,divorced,primary,yes,0.041127,yes,yes,unknown,0,jul,0.029129,0,0,0,unknown,no
0.529412,entrepreneur,married,secondary,no,0.153246,no,no,cellular,0.166667,feb,0.069182,0.020408,0,0,unknown,no
0.294118,technician,married,secondary,no,0.051194,no,no,unknown,0.833333,may,0.09434,0,0,0,unknown,no
0.235294,technician,divorced,secondary,no,0.048603,no,no,cellular,0.7,aug,0.024164,0.020408,0,0,unknown,no
0.529412,admin.,married,secondary,no,0.05255,no,no,cellular,0,jun,0.105925,0.040816,0.104358,0.08,success,yes
0.529412,technician,married,secondary,no,0.048134,yes,no,cellular,0.933333,jan,0.026481,0.040816,0.211009,0.12,failure,no
0.117647,self-employed,single,secondary,no,0.04514,no,no,cellular,0.933333,jan,0.054287,0,0,0,unknown,no
0.220588,technician,married,secondary,no,0.066496,yes,no,cellular,0.533333,apr,0.124462,0,0,0,unknown,no
0.220588,blue-collar,married,tertiary,no,0.044738,no,no,unknown,0.1,oct,0.001986,0,0,0,unknown,no
0.088235,admin.,single,secondary,no,0.106079,yes,no,unknown,0.9,may,0.064548,0.020408,0,0,unknown,no
0.323529,admin.,single,secondary,no,0.041033,no,yes,unknown,0.266667,may,0.010262,0.040816,0,0,unknown,no
0.352941,services,married,secondary,no,0.057597,yes,yes,unknown,0.833333,may,0.025819,0.020408,0,0,unknown,no
0.132353,management,single,tertiary,no,0.045543,no,no,cellular,0.633333,oct,0.222443,0.020408,0.168578,0.08,failure,yes
0.176471,admin.,single,secondary,no,0.07271,yes,no,unknown,0.066667,jun,0.149288,0,0,0,unknown,no
0.867647,housemaid,married,secondary,no,0.051167,no,no,telephone,0.5,mar,0.025157,0.061224,0,0,unknown,no
0.382353,blue-collar,divorced,secondary,no,0.061503,yes,no,cellular,0.933333,jan,0.180404,0.020408,0,0,unknown,no
0.426471,technician,married,tertiary,no,0.04863,no,no,unknown,0.166667,may,0.043363,0,0,0,unknown,no
0.191176,blue-collar,single,secondary,no,0.059811,yes,yes,cellular,0.3,jul,0.135055,0,0,0,unknown,no
0.338235,technician,married,secondary,no,0.084469,no,no,unknown,0.633333,jun,0.032109,0.040816,0,0,unknown,no
0.264706,management,single,tertiary,no,0.044966,no,no,cellular,0.9,jan,0.082423,0.020408,0,0,unknown,no
0.308824,admin.,single,secondary,no,0.05067,yes,yes,cellular,0.166667,apr,0.088712,0,0.385321,0.16,other,no
0.191176,admin.,married,secondary,no,0.058308,yes,no,cellular,0.533333,jul,0.026481,0,0,0,unknown,no
0.338235,management,married,tertiary,no,0.165394,no,no,cellular,0.633333,nov,0.043363,0.020408,0,0,unknown,no
0.352941,admin.,married,secondary,no,0.038228,yes,yes,cellular,0.733333,jul,0.053625,0,0,0,unknown,no
0.367647,admin.,married,secondary,no,0.114012,yes,yes,cellular,1,jul,0.004634,0.122449,0,0,unknown,no
0.264706,admin.,married,secondary,no,0.046832,yes,no,cellular,0.133333,may,0.047335,0.020408,0.399083,0.04,failure,no
0.264706,unknown,married,unknown,no,0.067274,no,no,unknown,0.266667,jun,0.01953,0,0,0,unknown,no
0.264706,admin.,married,tertiary,no,0.044469,yes,no,cellular,0.533333,nov,0.020192,0.020408,0.137615,0.04,failure,no
0.132353,technician,single,tertiary,no,0.046778,yes,yes,cellular,0.033333,feb,0.062893,0.020408,0,0,unknown,no
0.191176,services,single,secondary,no,0.044469,no,yes,cellular,0.333333,jul,0.108904,0.020408,0,0,unknown,no
0.220588,admin.,single,secondary,no,0.138146,yes,no,cellular,0.466667,may,0.00331,0.081633,0,0,unknown,no
0.308824,admin.,divorced,secondary,no,0.04455,no,no,unknown,0.333333,jun,0.045018,0,0,0,unknown,no
0.220588,services,married,secondary,no,0.043637,yes,no,unknown,0.5,jun,0.034757,0.040816,0,0,unknown,no
0.220588,self-employed,married,tertiary,no,0.070939,yes,no,cellular,0.733333,jul,0.018868,0.020408,0,0,unknown,no
0.220588,admin.,married,tertiary,no,0.056536,yes,no,telephone,0.6,nov,0.123469,0.040816,0.009174,0.16,success,no
0.264706,services,single,secondary,no,0.044751,yes,no,cellular,0.033333,feb,0.030453,0,0.311927,0.08,other,no
0.25,technician,married,secondary,no,0.044778,yes,no,cellular,0.233333,may,0.04899,0.020408,0.399083,0.04,failure,no
0.544118,retired,married,secondary,no,0.028281,yes,no,cellular,0.466667,jun,0.125124,0.020408,0,0,unknown,yes
0.441176,blue-collar,married,primary,no,0.044469,yes,yes,telephone,0.733333,jul,0.030785,0.102041,0,0,unknown,no
0.205882,self-employed,married,secondary,no,0.047355,yes,no,cellular,0.933333,jul,0.178418,0.22449,0,0,unknown,no
0.161765,management,single,tertiary,no,0.062885,no,no,cellular,0.633333,nov,0.07812,0.020408,0,0,unknown,no
0.25,services,married,secondary,no,0.071059,no,no,unknown,0.533333,jun,0.014565,0.020408,0,0,unknown,no
0.058824,student,single,secondary,no,0.168172,no,no,cellular,0.133333,jun,0.154585,0.020408,0,0,unknown,no
0.558824,retired,divorced,secondary,no,0.044993,yes,no,cellular,0.966667,jul,0.115856,0.040816,0,0,unknown,no
0.117647,blue-collar,single,secondary,no,0.119139,yes,no,unknown,0.966667,may,0.142668,0.020408,0,0,unknown,no
0.279412,services,married,secondary,no,0.044483,no,yes,cellular,0.666667,nov,0.04899,0.020408,0,0,unknown,no
0.338235,technician,married,tertiary,no,0.054966,no,no,cellular,0.066667,apr,0.093016,0,0,0,unknown,no
0.823529,retired,married,secondary,no,0.095086,no,no,telephone,0.466667,apr,0.059914,0,0.208716,0.08,success,yes
0.220588,technician,single,tertiary,no,0.057784,yes,no,cellular,0.1,may,0.098312,0,0.102064,0.08,success,no
0.426471,technician,married,secondary,no,0.064952,no,no,cellular,0.166667,aug,0.089043,0.020408,0,0,unknown,no
0.235294,technician,single,tertiary,no,0.080147,yes,no,cellular,0.6,aug,0.252896,0.020408,0.162844,0.12,failure,yes
0.294118,management,divorced,tertiary,no,0.06212,yes,no,cellular,0.6,nov,0.441245,0.061224,0.145642,0.04,failure,no
0.147059,blue-collar,single,tertiary,no,0.050577,no,no,telephone,0.666667,apr,0.132075,0,0,0,unknown,yes
0.382353,technician,single,tertiary,no,0.044469,yes,no,cellular,0.566667,nov,0.044687,0.020408,0,0,unknown,no
0.338235,technician,married,secondary,no,0.071717,yes,yes,cellular,0.266667,jul,0.063555,0,0,0,unknown,no
0.147059,technician,married,secondary,no,0.065932,yes,no,cellular,0.233333,jul,0.036743,0,0.071101,0.04,failure,no
0.279412,services,single,secondary,no,0.041838,yes,no,cellular,0.033333,feb,0.018537,0,0.311927,0.04,failure,no
0.544118,retired,married,secondary,no,0.062362,no,no,cellular,0.9,aug,0.004303,0.265306,0,0,unknown,no
0.25,technician,single,secondary,no,0.167273,yes,no,cellular,0.4,aug,0.045349,0.040816,0,0,unknown,no
0.088235,blue-collar,single,secondary,no,0.039771,yes,no,unknown,0.733333,jun,0.030122,0.040816,0,0,unknown,no
0.279412,technician,married,tertiary,no,0.050268,yes,no,cellular,0.466667,may,0.001986,0.020408,0.428899,0.04,other,no
0.558824,self-employed,married,secondary,no,0.198749,no,no,cellular,0.6,nov,0.064217,0,0,0,unknown,no
0.176471,management,married,tertiary,yes,0.041073,no,no,cellular,0.366667,aug,0.0715,0.061224,0,0,unknown,no
0.338235,management,married,tertiary,no,0.049462,yes,no,cellular,0.066667,aug,0.215161,0.020408,0,0,unknown,yes
0.382353,technician,married,secondary,no,0.063395,no,no,cellular,0.333333,aug,0.022178,0.020408,0,0,unknown,no
0.161765,blue-collar,married,secondary,no,0.057556,yes,no,cellular,0.4,may,0.083416,0.020408,0.40367,0.08,failure,no
0.441176,blue-collar,married,primary,no,0.048563,yes,yes,telephone,0.3,jul,0.274743,0.183673,0,0,unknown,no
0.441176,services,married,secondary,no,0.049838,no,no,cellular,0.666667,aug,0.048659,0.040816,0,0,unknown,no
0.5,retired,married,tertiary,no,0.044174,yes,no,cellular,1,jul,0.005296,0.040816,0,0,unknown,no
0.264706,technician,married,secondary,no,0.098562,yes,no,unknown,0.833333,may,0.057597,0.081633,0,0,unknown,no
0.441176,blue-collar,married,primary,no,0.049368,no,no,unknown,0.833333,may,0.018206,0.020408,0,0,unknown,no
0.323529,self-employed,married,primary,no,0.047207,no,no,cellular,0.4,aug,0.035419,0.122449,0,0,unknown,no
0.514706,management,married,primary,no,0.067167,yes,no,cellular,0.633333,nov,0.060245,0,0,0,unknown,no
0.191176,services,single,secondary,no,0.049919,yes,no,unknown,0.166667,may,0.073817,0,0,0,unknown,no
0.205882,technician,married,secondary,no,0.041731,no,no,cellular,0.466667,may,0.096988,0.040816,0,0,unknown,no
0.205882,technician,married,secondary,no,0.049288,yes,no,cellular,0.633333,apr,0.068189,0,0.27867,0.04,other,no
0.25,blue-collar,married,primary,no,0.04612,yes,no,cellular,0.566667,may,0.001655,0,0,0,unknown,no
0.235294,technician,married,tertiary,no,0.044469,yes,yes,cellular,0.733333,sep,0.03575,0,0.072248,0.24,other,no
